Reaction identifier	Equation	Enzyme class	Enzymes
RHEA:74347	an O-acyl-(R)-carnitine(in) = an O-acyl-(R)-carnitine(out)		0
RHEA:74351	prostaglandin E3(out) + 2 (S)-lactate(in) = prostaglandin E3(in) + 2 (S)-lactate(out)		257
RHEA:74359	coproporphyrin I(out) = coproporphyrin I(in)		0
RHEA:74363	coproporphyrin III(out) = coproporphyrin III(in)		3
RHEA:74367	substance P(out) = substance P(in)		6
RHEA:74371	nicotinate(in) + a carboxylate(out) = nicotinate(out) + a carboxylate(in)		2
RHEA:74375	H2O2(out) = H2O2(in)		2127
RHEA:74379	prostaglandin H2(out) + 2 (S)-lactate(in) = prostaglandin H2(in) + 2 (S)-lactate(out)		257
RHEA:74383	prostaglandin E2(out) + 2 (S)-lactate(in) = prostaglandin E2(in) + 2 (S)-lactate(out)		257
RHEA:74387	formamide(out) = formamide(in)		355
RHEA:74391	methylamine(out) = methylamine(in)		1957
RHEA:74395	prostaglandin E1(out) + 2 (S)-lactate(in) = prostaglandin E1(in) + 2 (S)-lactate(out)		257
RHEA:74399	prostaglandin F2alpha(out) + 2 (S)-lactate(in) = prostaglandin F2alpha(in) + 2 (S)-lactate(out)		257
RHEA:74403	prostaglandin D2(out) + 2 (S)-lactate(in) = prostaglandin D2(in) + 2 (S)-lactate(out)		257
RHEA:74407	thromboxane B2(out) + 2 (S)-lactate(in) = thromboxane B2(in) + 2 (S)-lactate(out)		257
RHEA:74411	1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine(out) + H(+)(out) = 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine(in) + H(+)(in)		4
RHEA:74415	1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine(out) + H(+)(out) = 1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine(in) + H(+)(in)		4
RHEA:74419	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)(out) + H(+)(out) = 1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)(in) + H(+)(in)		4
RHEA:74423	1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine(out) + H(+)(out) = 1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine(in) + H(+)(in)		4
RHEA:74427	1-hexadecanoyl-sn-glycero-3-phosphocholine(out) + H(+)(out) = 1-hexadecanoyl-sn-glycero-3-phosphocholine(in) + H(+)(in)		4
RHEA:74431	1-(1Z-hexadecenyl)-sn-glycero-3-phosphocholine(out) + H(+)(out) = 1-(1Z-hexadecenyl)-sn-glycero-3-phosphocholine(in) + H(+)(in)		4
RHEA:74435	a 1-acyl-sn-glycero-3-phosphocholine(out) + H(+)(out) = a 1-acyl-sn-glycero-3-phosphocholine(in) + H(+)(in)		936
RHEA:74439	a 1-acyl-sn-glycero-3-phosphoethanolamine(out) + H(+)(out) = a 1-acyl-sn-glycero-3-phosphoethanolamine(in) + H(+)(in)		936
RHEA:74443	1-acyl-sn-glycero-3-phospho-(1'-sn-glycerol)(out) + H(+)(out) = 1-acyl-sn-glycero-3-phospho-(1'-sn-glycerol)(in) + H(+)(in)		4
RHEA:74447	a 1-O-(1Z-alkenyl)-sn-glycero-3-phosphocholine(out) + H(+)(out) = a 1-O-(1Z-alkenyl)-sn-glycero-3-phosphocholine(in) + H(+)(in)		936
RHEA:74451	1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine(out) + H(+)(out) = 1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine(in) + H(+)(in)		4
RHEA:74455	a 1-O-(1Z-alkenyl)-sn-glycero-3-phosphoethanolamine(out) + H(+)(out) = a 1-O-(1Z-alkenyl)-sn-glycero-3-phosphoethanolamine(in) + H(+)(in)		936
RHEA:74459	1-O-(1Z-hexadecenyl)-sn-glycero-3-phosphoethanolamine(out) + H(+)(out) = 1-O-(1Z-hexadecenyl)-sn-glycero-3-phosphoethanolamine(in) + H(+)(in)		4
RHEA:74539	creatinine(in) = creatinine(out)		402
RHEA:74555	(S)-malate(out) = (S)-malate(in)		2414
RHEA:74567	N-acetyl-L-cysteine(out) + L-glutamate(in) = N-acetyl-L-cysteine(in) + L-glutamate(out)		1143
RHEA:74599	UDP-alpha-D-galactose(in) + AMP(out) = UDP-alpha-D-galactose(out) + AMP(in)		4
RHEA:74603	UDP-alpha-D-galactose(in) + CMP(out) = UDP-alpha-D-galactose(out) + CMP(in)		4
RHEA:74607	UDP-N-acetyl-alpha-D-galactosamine(out) + UDP-alpha-D-galactose(in) = UDP-N-acetyl-alpha-D-galactosamine(in) + UDP-alpha-D-galactose(out)		4
RHEA:74611	UDP-N-acetyl-alpha-D-glucosamine(out) + UDP-alpha-D-galactose(in) = UDP-N-acetyl-alpha-D-glucosamine(in) + UDP-alpha-D-galactose(out)		4
RHEA:74615	UDP-alpha-D-galactose(in) + UDP-alpha-D-glucose(out) = UDP-alpha-D-galactose(out) + UDP-alpha-D-glucose(in)		4
RHEA:74619	UMP(out) + CMP(in) = UMP(in) + CMP(out)		4
RHEA:74623	UMP(out) + AMP(in) = UMP(in) + AMP(out)		4
RHEA:74639	CMP-N-acetyl-beta-neuraminate(in) + AMP(out) = CMP-N-acetyl-beta-neuraminate(out) + AMP(in)		3
RHEA:74643	UMP(out) + CMP-N-acetyl-beta-neuraminate(in) = UMP(in) + CMP-N-acetyl-beta-neuraminate(out)		3
RHEA:74663	acetylcholine(in) = acetylcholine(out)		2223
RHEA:74671	UDP-beta-L-arabinopyranose(in) + UMP(out) = UDP-beta-L-arabinopyranose(out) + UMP(in)		2
RHEA:74679	UDP-beta-L-arabinofuranose(in) + UMP(out) = UDP-beta-L-arabinofuranose(out) + UMP(in)		2
RHEA:74783	tyramine(in) = tyramine(out)		1373
RHEA:74787	L-histidyl-L-proline diketopiperazine(in) = L-histidyl-L-proline diketopiperazine(out)		2151
RHEA:74791	(R)-salsolinol(in) = (R)-salsolinol(out)		2151
RHEA:74795	N-methyl-(R)-salsolinol(in) = N-methyl-(R)-salsolinol(out)		6
RHEA:74819	glutathione(in) = glutathione(out)		2319
RHEA:74827	UDP-alpha-D-galacturonate(in) + UMP(out) = UDP-alpha-D-galacturonate(out) + UMP(in)		0
RHEA:74831	UDP-alpha-D-xylose(in) + UDP-alpha-D-glucuronate(out) = UDP-alpha-D-xylose(out) + UDP-alpha-D-glucuronate(in)		4
RHEA:74835	UDP-N-acetyl-alpha-D-galactosamine(in) + UDP-alpha-D-glucuronate(out) = UDP-N-acetyl-alpha-D-galactosamine(out) + UDP-alpha-D-glucuronate(in)		2
RHEA:74839	UDP-alpha-D-glucuronate(out) + UDP(in) = UDP-alpha-D-glucuronate(in) + UDP(out)		0
RHEA:74887	2',3'-cGAMP(in) + ATP + H2O = 2',3'-cGAMP(out) + ADP + phosphate + H(+)		1952
RHEA:74891	CO2(out) = CO2(in)		1867
RHEA:74895	nitric oxide(out) = nitric oxide(in)		273
RHEA:74963	L-leucine(out) + L-ornithine(in) + Na(+)(out) = L-leucine(in) + L-ornithine(out) + Na(+)(in)		3
RHEA:74971	L-leucine(out) + L-lysine(in) + Na(+)(out) = L-leucine(in) + L-lysine(out) + Na(+)(in)		3
RHEA:74987	erythrostominone(in) = erythrostominone(out)		1
RHEA:74991	deoxyerythrostominone(in) = deoxyerythrostominone(out)		1
RHEA:74995	epierythrostominol(in) = epierythrostominol(out)		1
RHEA:74999	deoxyerythrostominol(in) = deoxyerythrostominol(out)		1
RHEA:75007	VO(2+)(out) + H(+)(out) = VO(2+)(in) + H(+)(in)		0
RHEA:75039	acetyl-CoA(in) = acetyl-CoA(out)		766
RHEA:75043	L-cystine(out) + L-leucine(in) = L-cystine(in) + L-leucine(out)		0
RHEA:75047	N(omega),N(omega)-dimethyl-L-arginine(out) = N(omega),N(omega)-dimethyl-L-arginine(in)		4
RHEA:75051	chenodeoxycholate(out) = chenodeoxycholate(in)		4
RHEA:75059	K(+)(in) + 2 hydrogencarbonate(in) + chloride(out) = K(+)(out) + 2 hydrogencarbonate(out) + chloride(in)		296
RHEA:75063	Li(+)(in) + 2 hydrogencarbonate(in) + chloride(out) = Li(+)(out) + 2 hydrogencarbonate(out) + chloride(in)		296
RHEA:75067	Rb(+)(in) + 2 hydrogencarbonate(in) + chloride(out) = Rb(+)(out) + 2 hydrogencarbonate(out) + chloride(in)		296
RHEA:75071	Cs(+)(in) + 2 hydrogencarbonate(in) + chloride(out) = Cs(+)(out) + 2 hydrogencarbonate(out) + chloride(in)		296
RHEA:75091	sulfate(out) + 2 chloride(in) = sulfate(in) + 2 chloride(out)		1028
RHEA:75095	oxalate(out) + 2 chloride(in) = oxalate(in) + 2 chloride(out)		1028
RHEA:75203	alpha,alpha-trehalose(out) + ATP + H2O = alpha,alpha-trehalose(in) + ADP + phosphate + H(+)		2523
RHEA:75207	Ag(+)(out) = Ag(+)(in)		894
RHEA:75211	Cu(+)(out) = Cu(+)(in)		894
RHEA:75287	glyoxylate(in) + sulfate(out) = glyoxylate(out) + sulfate(in)		0
RHEA:75291	oxalate(out) + glyoxylate(in) = oxalate(in) + glyoxylate(out)		0
RHEA:75295	sulfate(out) + chloride(in) = sulfate(in) + chloride(out)		6
RHEA:75307	D-serine(in) + L-glutamine(out) + Na(+)(out) = D-serine(out) + L-glutamine(in) + Na(+)(in)		644
RHEA:75311	D-serine(in) + L-alanine(out) + Na(+)(out) = D-serine(out) + L-alanine(in) + Na(+)(in)		644
RHEA:75315	D-serine(out) + chloride(out) + 2 Na(+)(out) = D-serine(in) + chloride(in) + 2 Na(+)(in)		0
RHEA:75319	D-alanine(out) + chloride(out) + 2 Na(+)(out) = D-alanine(in) + chloride(in) + 2 Na(+)(in)		0
RHEA:75323	D-leucine(out) + chloride(out) + 2 Na(+)(out) = D-leucine(in) + chloride(in) + 2 Na(+)(in)		0
RHEA:75327	D-tryptophan(out) + chloride(out) + 2 Na(+)(out) = D-tryptophan(in) + chloride(in) + 2 Na(+)(in)		0
RHEA:75331	D-methionine(out) + chloride(out) + 2 Na(+)(out) = D-methionine(in) + chloride(in) + 2 Na(+)(in)		0
RHEA:75335	bromide(in) + chloride(out) = bromide(out) + chloride(in)		1028
RHEA:75339	nitrate(in) + chloride(out) = nitrate(out) + chloride(in)		1028
RHEA:75343	adenosine(in) = adenosine(out)		403
RHEA:75347	thiocyanate(in) = thiocyanate(out)		3255
RHEA:75363	thymidine(in) = thymidine(out)		212
RHEA:75367	cytidine(in) = cytidine(out)		210
RHEA:75371	guanosine(in) = guanosine(out)		610
RHEA:75375	inosine(in) = inosine(out)		215
RHEA:75383	bromide(in) = bromide(out)		4860
RHEA:75399	N(alpha)-formyl-L-methionyl-L-leucyl-L-phenylalanine(out) + 2 H(+)(out) = N(alpha)-formyl-L-methionyl-L-leucyl-L-phenylalanine(in) + 2 H(+)(in)		1110
RHEA:75443	heme b(in) = heme b(out)		3653
RHEA:75463	choline(out) + n H(+)(in) = choline(in) + n H(+)(out)		5335
RHEA:75467	ethanolamine(out) + n H(+)(in) = ethanolamine(in) + n H(+)(out)		2290
RHEA:75471	thiamine diphosphate(out) = thiamine diphosphate(in)		1083
RHEA:75475	D-mannose(out) + n Na(+)(out) = D-mannose(in) + n Na(+)(in)		2
RHEA:75479	S-adenosyl-L-homocysteine(out) + S-adenosyl-L-methionine(in) = S-adenosyl-L-homocysteine(in) + S-adenosyl-L-methionine(out)		1296
RHEA:75483	estrone 3-sulfate(out) + n H(+)(out) = estrone 3-sulfate(in) + n H(+)(in)		644
RHEA:75487	dehydroepiandrosterone 3-sulfate(out) + n H(+)(out) = dehydroepiandrosterone 3-sulfate(in) + n H(+)(in)		644
RHEA:75491	25-hydroxyvitamin D3 sulfate(out) + n H(+)(out) = 25-hydroxyvitamin D3 sulfate(in) + n H(+)(in)		644
RHEA:75495	pregnenolone sulfate(out) + n H(+)(out) = pregnenolone sulfate(in) + n H(+)(in)		0
RHEA:75499	cholate(out) + n H(+)(out) = cholate(in) + n H(+)(in)		644
RHEA:75503	glycocholate(out) + n H(+)(out) = glycocholate(in) + n H(+)(in)		644
RHEA:75507	taurocholate(out) + n H(+)(out) = taurocholate(in) + n H(+)(in)		644
RHEA:75687	ATP(in) = ATP(out)		2003
RHEA:75691	2'-deoxyadenosine(in) = 2'-deoxyadenosine(out)		5
RHEA:75695	2'-deoxycytidine(in) = 2'-deoxycytidine(out)		4
RHEA:75783	ADP(in) = ADP(out)		732
RHEA:75787	GTP(in) = GTP(out)		1128
RHEA:75791	(S)-lactate(out) + Na(+)(out) = (S)-lactate(in) + Na(+)(in)		4
RHEA:75795	nicotinate(out) + Na(+)(out) = nicotinate(in) + Na(+)(in)		4
RHEA:75799	pyruvate(out) + Na(+)(out) = pyruvate(in) + Na(+)(in)		4
RHEA:75803	butanoate(out) + Na(+)(out) = butanoate(in) + Na(+)(in)		4
RHEA:75807	propanoate(out) + Na(+)(out) = propanoate(in) + Na(+)(in)		4
RHEA:75811	acetoacetate(out) + Na(+)(out) = acetoacetate(in) + Na(+)(in)		4
RHEA:75815	K(+)(in) + ATP + H2O = K(+)(out) + ADP + phosphate + H(+)		3560
RHEA:75839	serotonin(out) + K(+)(in) + Na(+)(out) + H(+)(in) = serotonin(in) + K(+)(out) + Na(+)(in) + H(+)(out)		615
RHEA:75843	ergothioneine(out) + Na(+)(out) = ergothioneine(in) + Na(+)(in)		4
RHEA:75979	argipressin(out) = argipressin(in)		4
RHEA:75983	(indol-3-yl)acetate(out) + a dicarboxylate(in) = (indol-3-yl)acetate(in) + a dicarboxylate(out)		88
RHEA:75987	indoxyl sulfate(out) + a dicarboxylate(in) = indoxyl sulfate(in) + a dicarboxylate(out)		88
RHEA:75991	N-benzoylglycine(out) + a dicarboxylate(in) = N-benzoylglycine(in) + a dicarboxylate(out)		88
RHEA:75995	3-carboxy-4-methyl-5-propyl-2-furanpropanoate(out) + a dicarboxylate(in) = 3-carboxy-4-methyl-5-propyl-2-furanpropanoate(in) + a dicarboxylate(out)		88
RHEA:75999	kynurenate(out) + glutarate(in) = kynurenate(in) + glutarate(out)		7
RHEA:76003	xanthurenate(out) + glutarate(in) = xanthurenate(in) + glutarate(out)		0
RHEA:76063	3'-phosphoadenylyl sulfate(in) + adenosine 3',5'-bisphosphate(out) = 3'-phosphoadenylyl sulfate(out) + adenosine 3',5'-bisphosphate(in)		7
RHEA:76071	(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin(out) + a dicarboxylate(in) = (6R)-L-erythro-5,6,7,8-tetrahydrobiopterin(in) + a dicarboxylate(out)		88
RHEA:76075	L-erythro-7,8-dihydrobiopterin(out) + a dicarboxylate(in) = L-erythro-7,8-dihydrobiopterin(in) + a dicarboxylate(out)		88
RHEA:76079	L-sepiapterin(out) + a dicarboxylate(in) = L-sepiapterin(in) + a dicarboxylate(out)		88
RHEA:76087	kynurenate(out) + a dicarboxylate(in) = kynurenate(in) + a dicarboxylate(out)		7
RHEA:76099	xanthurenate(out) + a dicarboxylate(in) = xanthurenate(in) + a dicarboxylate(out)		0
RHEA:76119	prostaglandin F2alpha(out) + a dicarboxylate(in) = prostaglandin F2alpha(in) + a dicarboxylate(out)		7
RHEA:76123	prostaglandin E2(out) + a dicarboxylate(in) = prostaglandin E2(in) + a dicarboxylate(out)		7
RHEA:76127	3',5'-cyclic AMP(out) + a dicarboxylate(in) = 3',5'-cyclic AMP(in) + a dicarboxylate(out)		7
RHEA:76131	3',5'-cyclic GMP(out) + a dicarboxylate(in) = 3',5'-cyclic GMP(in) + a dicarboxylate(out)		7
RHEA:76135	urate(out) + a dicarboxylate(in) = urate(in) + a dicarboxylate(out)		7
RHEA:76139	D-gluconate(in) = D-gluconate(out)		297
RHEA:76159	fluoride(in) = fluoride(out)		47712
RHEA:76167	glycyl-L-leucine(out) + 2 H(+)(out) = glycyl-L-leucine(in) + 2 H(+)(in)		488
RHEA:76171	glycyl-L-lysine(out) + 2 H(+)(out) = glycyl-L-lysine(in) + 2 H(+)(in)		488
RHEA:76175	glycyl-L-glutamate(out) + 3 H(+)(out) = glycyl-L-glutamate(in) + 3 H(+)(in)		488
RHEA:76179	a dipeptide(out) + 2 H(+)(out) = a dipeptide(in) + 2 H(+)(in)		488
RHEA:76183	L-alanyl-L-alanine(out) + 2 H(+)(out) = L-alanyl-L-alanine(in) + 2 H(+)(in)		488
RHEA:76187	an L-amino acid tripeptide(out) + 2 H(+)(out) = an L-amino acid tripeptide(in) + 2 H(+)(in)		488
RHEA:76191	carnosine(out) + 2 H(+)(out) = carnosine(in) + 2 H(+)(in)		488
RHEA:76195	UDP-alpha-D-glucose(in) = UDP-alpha-D-glucose(out)		2
RHEA:76199	oxalate(in) = oxalate(out)		291
RHEA:76203	pyridoxine(out) + n H(+)(out) = pyridoxine(in) + n H(+)(in)		795
RHEA:76207	3',5'-cyclic GMP(in) = 3',5'-cyclic GMP(out)		396
RHEA:76211	GMP(in) = GMP(out)		396
RHEA:76215	2'-deoxyguanosine(in) = 2'-deoxyguanosine(out)		396
RHEA:76219	GDP(in) = GDP(out)		396
RHEA:76223	3',5'-cyclic AMP(in) = 3',5'-cyclic AMP(out)		435
RHEA:76231	2-oxoglutarate(in) = 2-oxoglutarate(out)		396
RHEA:76247	ergothioneine(out) + ATP + H2O = ergothioneine(in) + ADP + phosphate + H(+)	EC:7.6.2.9 ABC-type quaternary amine transporter	2
RHEA:76251	glutarate(in) = glutarate(out)		396
RHEA:76259	taurine(in) + H(+)(in) = taurine(out) + H(+)(out)		0
RHEA:76263	ergothioneine(in) = ergothioneine(out)		2
RHEA:76267	carnosine(in) = carnosine(out)		1
RHEA:76271	N,N-dimethylglycine(in) = N,N-dimethylglycine(out)		1
RHEA:76275	uracil(out) + Na(+)(out) = uracil(in) + Na(+)(in)		0
RHEA:76279	hypoxanthine(out) + Na(+)(out) = hypoxanthine(in) + Na(+)(in)		2
RHEA:76283	guanine(out) + Na(+)(out) = guanine(in) + Na(+)(in)		0
RHEA:76287	thymine(out) + Na(+)(out) = thymine(in) + Na(+)(in)		0
RHEA:76291	xanthine(out) + Na(+)(out) = xanthine(in) + Na(+)(in)		0
RHEA:76299	L-cystine(out) + L-aspartate(in) = L-cystine(in) + L-aspartate(out)		3
RHEA:76303	L-cystine(out) = L-cystine(in)		3
RHEA:76307	L-aspartate(in) + L-glutamate(out) = L-aspartate(out) + L-glutamate(in)		3
RHEA:76311	L-aspartate(in) + L-glutamine(out) = L-aspartate(out) + L-glutamine(in)		3
RHEA:76315	L-aspartate(in) + L-methionine(out) = L-aspartate(out) + L-methionine(in)		3
RHEA:76319	L-leucine(out) + L-aspartate(in) = L-leucine(in) + L-aspartate(out)		3
RHEA:76323	L-valine(out) + L-aspartate(in) = L-valine(in) + L-aspartate(out)		3
RHEA:76327	L-aspartate(in) + L-phenylalanine(out) = L-aspartate(out) + L-phenylalanine(in)		3
RHEA:76331	L-tyrosine(out) + L-aspartate(in) = L-tyrosine(in) + L-aspartate(out)		3
RHEA:76335	L-tryptophan(out) + L-aspartate(in) = L-tryptophan(in) + L-aspartate(out)		3
RHEA:76339	urate(out) + 2 Na(+)(out) = urate(in) + 2 Na(+)(in)		3
RHEA:76343	(2S)-2-isopropylmalate(in) + sulfate(out) = (2S)-2-isopropylmalate(out) + sulfate(in)		74
RHEA:76347	(2R,3S)-3-isopropylmalate(in) + sulfate(out) = (2R,3S)-3-isopropylmalate(out) + sulfate(in)		74
RHEA:76351	oxaloacetate(in) + sulfate(out) = oxaloacetate(out) + sulfate(in)		74
RHEA:76355	N-acetyl-beta-D-glucosaminyl-(1->4)-1,6-anhydro-N-acetyl-beta-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine(out) + n H(+)(out) = N-acetyl-beta-D-glucosaminyl-(1->4)-1,6-anhydro-N-acetyl-beta-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine(in) + n H(+)(in)		4
RHEA:76359	N-acetyl-beta-D-glucosaminyl-(1->4)-1,6-anhydro-N-acetyl-beta-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate(out) + n H(+)(out) = N-acetyl-beta-D-glucosaminyl-(1->4)-1,6-anhydro-N-acetyl-beta-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate(in) + n H(+)(in)		0
RHEA:76363	N-acetyl-beta-D-glucosaminyl-(1->4)-1,6-anhydro-N-acetyl-beta-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine(out) + n H(+)(out) = N-acetyl-beta-D-glucosaminyl-(1->4)-1,6-anhydro-N-acetyl-beta-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine(in) + n H(+)(in)		0
RHEA:76367	N-acetyl-beta-D-glucosaminyl-(1->4)-1,6-anhydro-N-acetyl-beta-D-muramate(out) + n H(+)(out) = N-acetyl-beta-D-glucosaminyl-(1->4)-1,6-anhydro-N-acetyl-beta-D-muramate(in) + n H(+)(in)		0
RHEA:76371	N-acetyl-D-muramoyl-L-alanyl-D-isoglutamine(out) + n H(+)(out) = N-acetyl-D-muramoyl-L-alanyl-D-isoglutamine(in) + n H(+)(in)		1000
RHEA:76375	N-acetyl-D-muramoyl-L-alanyl-D-isoglutamine(out) + 3 H(+)(out) = N-acetyl-D-muramoyl-L-alanyl-D-isoglutamine(in) + 3 H(+)(in)		488
RHEA:76379	L-histidine(out) + n H(+)(out) = L-histidine(in) + n H(+)(in)		794
RHEA:76383	carnosine(out) + n H(+)(out) = carnosine(in) + n H(+)(in)		792
RHEA:76391	glycylglycylglycine(out) + n H(+)(out) = glycylglycylglycine(in) + n H(+)(in)		792
RHEA:76411	2',3'-cGAMP(out) + n H(+)(out) = 2',3'-cGAMP(in) + n H(+)(in)		208
RHEA:76415	3',3'-cGAMP(out) + n H(+)(out) = 3',3'-cGAMP(in) + n H(+)(in)		3
RHEA:76431	Na(+)(out) + NH4(+)(in) = Na(+)(in) + NH4(+)(out)		3
RHEA:76443	choline(out) + n Na(+)(out) = choline(in) + n Na(+)(in)		1217
RHEA:76535	FAD(in) = FAD(out)		937
RHEA:76591	N,N-dimethylglycine(out) + Na(+)(out) = N,N-dimethylglycine(in) + Na(+)(in)		3
RHEA:76595	a dicarboxylate(in) + sulfate(out) = a dicarboxylate(out) + sulfate(in)		515
RHEA:76631	Ca(2+)(in) + n H(+)(out) = Ca(2+)(out) + n H(+)(in)		4
RHEA:76635	Mn(2+)(in) + n H(+)(out) = Mn(2+)(out) + n H(+)(in)		4
RHEA:76639	cytosine(out) = cytosine(in)		3
RHEA:76643	xanthine(out) = xanthine(in)		3
RHEA:76987	an N-acylsphing-4-enine(in) = an N-acylsphing-4-enine(out)		0
RHEA:77255	a beta-D-glucosylceramide(in) = a beta-D-glucosylceramide(out)		0
RHEA:77259	a beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine(in) = a beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine(out)		0
RHEA:77263	beta-D-glucosyl-(1<->1)-N-octadecanoylsphing-4-enine(in) = beta-D-glucosyl-(1<->1)-N-octadecanoylsphing-4-enine(out)		0
RHEA:78391	D-mannose(out) = D-mannose(in)		2889
RHEA:78423	D-glucosamine(out) = D-glucosamine(in)		2889
RHEA:78427	D-xylose(out) = D-xylose(in)		2889
RHEA:78459	a [peptide](out) + ATP + H2O = a [peptide](in) + ADP + phosphate + H(+)	EC:7.4.2.6 ABC-type oligopeptide transporter	161
RHEA:78535	N-acetyl-alpha-neuraminate(out) + 2 Na(+)(out) = N-acetyl-alpha-neuraminate(in) + 2 Na(+)(in)		2
RHEA:78547	Rb(+)(in) = Rb(+)(out)		9485
RHEA:78551	Li(+)(in) = Li(+)(out)		4127
RHEA:78555	Cs(+)(in) = Cs(+)(out)		9496
RHEA:78679	Sr(2+)(in) = Sr(2+)(out)		8
RHEA:78843	a fatty acid(in) + ATP + H2O = a fatty acid(out) + ADP + phosphate + H(+)		0
RHEA:79015	an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphospho-di-trans,poly-cis-dolichol(in) = an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphospho-di-trans,poly-cis-dolichol(out)		0
RHEA:79155	(4Z,15Z)-bilirubin IXalpha C12-beta-D-glucuronoside(in) + ATP + H2O = (4Z,15Z)-bilirubin IXalpha C12-beta-D-glucuronoside(out) + ADP + phosphate + H(+)		0
RHEA:79307	citrate(in) + 3 H(+)(in) = citrate(out) + 3 H(+)(out)		1
RHEA:79311	Fe(III)-[cytochrome c](out) = Fe(III)-[cytochrome c](in)		1243
RHEA:79363	5-methyltetrahydrosarcinapterin + coenzyme M + 2 Na(+)(in) = 5,6,7,8-tetrahydrosarcinapterin + methyl-coenzyme M + 2 Na(+)(out)		0
RHEA:79367	L-alpha-aminoacyl-L-arginine(out) = L-alpha-aminoacyl-L-arginine(in)		10796
RHEA:79371	L-arginyl-L-alpha-amino acid(out) = L-arginyl-L-alpha-amino acid(in)		10796
RHEA:79375	L-alpha-aminoacyl-L-histidine(out) = L-alpha-aminoacyl-L-histidine(in)		10796
RHEA:79379	L-histidyl-L-alpha-amino acid(out) = L-histidyl-L-alpha-amino acid(in)		10796
RHEA:79383	L-alpha-aminoacyl-L-lysine(out) = L-alpha-aminoacyl-L-lysine(in)		10796
RHEA:79387	L-lysyl-L-alpha-amino acid(out) = L-lysyl-L-alpha-amino acid(in)		10796
RHEA:79391	L-arginyl-glycine(out) = L-arginyl-glycine(in)		10796
RHEA:79395	L-histidyl-glycine(out) = L-histidyl-glycine(in)		10796
RHEA:79399	L-lysyl-L-alanine(out) = L-lysyl-L-alanine(in)		10796
RHEA:79403	L-lysyl-L-lysine(out) = L-lysyl-L-lysine(in)		10796
RHEA:79407	L-lysyl-glycine(out) = L-lysyl-glycine(in)		10796
RHEA:79411	L-aspartyl-L-lysine(out) = L-aspartyl-L-lysine(in)		10796
RHEA:79415	L-alanyl-L-lysine(out) = L-alanyl-L-lysine(in)		10796
RHEA:79471	citrate(out) + 2 Na(+)(out) = citrate(in) + 2 Na(+)(in)		466
RHEA:79475	(S)-lactate(in) + (S)-malate(out) = (S)-lactate(out) + (S)-malate(in)		1
RHEA:79479	(R)-lactate(in) + (S)-malate(out) = (R)-lactate(out) + (S)-malate(in)		1
RHEA:79483	glycolate(in) + (S)-malate(out) = glycolate(out) + (S)-malate(in)		1
RHEA:79487	(S)-lactate(in) + citrate(out) = (S)-lactate(out) + citrate(in)		2
RHEA:79491	(R)-lactate(in) + citrate(out) = (R)-lactate(out) + citrate(in)		2
RHEA:79543	(S)-2-hydroxyglutarate(in) + (S)-malate(out) = (S)-2-hydroxyglutarate(out) + (S)-malate(in)		0
RHEA:80887	formate(in) + H(+)(in) = formate(out) + H(+)(out)		319
RHEA:81335	UDP-alpha-D-galactofuranose(out) + UMP(in) = UDP-alpha-D-galactofuranose(in) + UMP(out)		0
RHEA:81347	arsenite(in) = arsenite(out)		3
RHEA:81351	3-hydroxybutanoate(in) = 3-hydroxybutanoate(out)		3
RHEA:81355	D-mannitol(in) = D-mannitol(out)		3
RHEA:81359	D-sorbitol(in) = D-sorbitol(out)		3
